"","participant","spearman","pearson","meanrt","medianrt","meandiff","meancatchrt","mediancatchrt","catchacc","predspear","predpears"
"1","59bd3c6e3a9ab60001119ae5",0.718955799912926,0.754948439064051,0.8395,0.7825,1.16875,1.4684,1.4495,1,0.273512278080049,0.273148963585152
"2","5b2464337297750001c6ce7a",0.48209095887947,0.614679636729131,0.5383303125,0.38335,0.59375,1.397555,1.30755,1,0.233562828026473,0.215609628791141
"3","5b76e19d948cc40001da0e50",0.610951338295554,0.638364680195478,1.8836290625,1.6086,1.03125,1.90257,1.8082,1,0.412127084414958,0.433852814420146
"4","5d4ca0ef259d580001cde9bb",0.819620194989388,0.827141405378218,1.4267025,1.19155,0.86875,2.0044,1.9236,1,0.374383996061323,0.34370568510089
"5","5d8d5938657c76001d72805c",0.629131717969499,0.72678390557943,1.0563490625,0.833,0.775,1.39055789473684,1.366,0.95,0.240189489056056,0.24867257294498
"6","5e3a069ef4b5e1000d04b724",0.718955799912926,0.754948439064051,0.8395,0.7825,1.16875,1.4684,1.4495,1,0.273512278080049,0.273148963585152
"7","5e8ec3e28ee4fe17502d74eb",0.712436529016014,0.752941241822786,1.9296875,1.108,0.40625,2.58295,2.3415,0.95,0.223740277530315,0.224082485474561
"8","5ecb57ce8473f06bc2a5060a",0.594848445652428,0.632594361298158,1.529966875,0.91745,1.50625,5.70105,1.81675,0.95,-0.527015377709402,-0.487349203249086
"9","5ecfd0b927d04d049d65b73d",0.644223131485223,0.920893954497515,1.330956875,0.9664,0.375,1.870965,1.63245,1,0.297889612239316,0.345276606579079
"10","5ed17af75957f60d040e3f34",0.738175122566379,0.789293489734163,0.7594546875,0.6679,1.05,1.483165,1.4191,0.95,0.297946066978383,0.276554125137751
"11","5ee297bb2f43f7410c49f6ef",0.701172704721863,0.739536372167226,1.4784365625,1.2642,0.9,1.656525,1.7096,1,0.343857580774702,0.333850262098348
"12","5eebcc4620cb9a33cd0df72d",0.374549578026687,0.435885368848595,1.323261875,0.8857,1.3,1.87227,1.69475,0.85,0.169741724156558,0.156917335340825
"13","5f4d50ea11a0409f3b8db045",0.579650405946546,0.541726558422703,2.0024003125,1.4851,1.275,1.979185,1.79405,1,0.322171134238625,0.301179408457113
"14","5f545f4aa6b1d47cba7d71ae",0.785502442145381,0.79842430111127,1.732870625,1.11775,0.7875,2.09708947368421,1.9484,0.95,0.386353813419684,0.337620339892932
"15","5f555cfc020a36015dd15a36",0.773653919131423,0.827815639337152,2.5114125,2.134,0.75,2.37165,2.317,1,0.288373402935613,0.272972650715074
"16","5f63b9d3a83a7d0ecdda4eb2",0.698792406598254,0.727102051842328,1.683260625,1.334,0.9375,1.74876,1.7586,1,0.39210591582219,0.362433915780928
"17","5ff3e48f937861584630e5a2",0.799155113388158,0.798370532685602,0.48890875,0.36635,0.41875,1.42395,1.3663,1,-0.142901970641396,-0.216249947314611
"18","605f064127eec9cb4494b4d9",0.351150816669474,0.3631474231364,0.930383125,0.8189,1.4125,1.670725,1.64205,1,0.268904311008291,0.276714667994613
"19","60b9af795939f976cb74232a",0.750055482076908,0.756410806301149,3.0705140625,2.3544,0.9625,2.4358,2.04235,1,0.294908007631625,0.303078981336079
"20","60f36868575f391fc987f84e",0.594436320224221,0.635828641321042,2.2149559375,1.81565,1,1.355145,1.34115,1,0.183123288654819,0.178897438004535
"21","60f3bc4e36762e0c2d9132cb",0.731873330193344,0.811162905737932,1.1838359375,1.00605,0.875,1.662715,1.52465,1,0.198232305152315,0.287413925503159
"22","60f4e713c05794eb144760df",0.85203822988759,0.895114577331722,1.4861846875,1.25,0.625,1.552085,1.4834,1,0.381604105037885,0.325928000661149
"23","60f660d407beb2fa01b360ef",0.659611805970411,0.753468146901556,1.38675,0.95,1.03125,1.99235,1.9585,1,0.420763968811632,0.425600197298956
"24","60f7da3cfc0813737c408ce3",0.73296973207649,0.762051970426259,1.3224359375,0.90145,0.70625,2.343815,2.36755,1,0.319972246392747,0.317068861322766
"25","60f849ba229ad7f52b11f7e6",0.469775663218277,0.488441557911144,0.89749375,0.5734,0.69375,1.96193684210526,1.6708,0.9,0.387002202086185,0.343077223657131
"26","60f8d449cbfb4e157c2d7c09",0.410231264852215,0.462292222582882,1.6604209375,1.08365,2.425,1.84959,1.6423,1,0.331825392059726,0.373846763143906
"27","60f8fb8d2c5a8b523880f6ae",0.579629967425155,0.693961127029994,1.48230625,1.317,0.9,2.32336842105263,2.318,0.95,0.139721279097866,0.170047833170927
"28","60f974cd86441b6d038c484f",0.673504853457495,0.709112154448941,1.7956621875,1.2999,0.9,1.650115,1.62415,1,0.45568968327925,0.438175518612441
"29","60fa1df4616a7c4ed9d42ae7",0.739096342332996,0.820529982701448,1.3377078125,1.15595,0.775,1.94473,1.8858,1,0.233238068376455,0.143917536985816
"30","60fb1eeb25785cbdfbcbdf02",-0.0536260836039253,-0.0608640345208526,1.15174125,0.4481,2.51875,0.791268421052632,0.7855,0.25,0.0444898045059179,0.0529384174073445
"31","60fb2cd6d4e01d29d28c7f36",0.515179497751404,0.630488417066772,2.2030546875,1.867,1.00625,3.698155,2.98495,0.65,0.205825672000228,0.213237081022509
"32","60fb7a9fcbdab69a8f9c9cc2",0.730103388429262,0.742204145915552,2.1354703125,1.7342,0.65625,2.007035,1.85185,1,0.239835025200853,0.269190923385702
"33","60fbd8a8cfb0ae114d24ae48",0.741495776429155,0.779798107277677,1.1519690625,0.97545,0.9375,1.485115,1.37675,1,0.283662471479876,0.22946197323476
"34","60fc4d6e7ecc39361906af7c",0.718955799912926,0.754948439064051,0.8395,0.7825,1.16875,1.4684,1.4495,1,0.273512278080049,0.273148963585152
"35","60fc62bc260a350027a1432c",0.748130742512764,0.833410720825472,1.42652,1.13865,0.7625,1.80243157894737,1.6663,0.947368421052632,0.397779478116339,0.384283905527179
"36","60fc66800ccfce9c74ed4f3d",0.847532179074193,0.858153846003788,0.9525375,0.8825,0.6375,1.54775,1.4155,1,0.337492824085513,0.309989632237975
"37","60fc7e0e424b1ce5aa8dd706",0.702392215993279,0.746773987136182,1.064715625,0.933,1.05625,1.54284210526316,1.433,1,0.164302053125146,0.158859001513099
"38","60fca5d8124a760a80ff917c",0.801421540779575,0.807775403366338,1.487535,1.2152,0.7625,1.65119,1.6145,1,0.310570569436059,0.281037387735489
"39","60fcac2063bbc8bce2700ad5",0.579487664972451,0.628708436283238,0.8944288125,0.7702325,1.0875,1.2025025,1.1836575,1,0.357180364414238,0.33161153009624
"40","60fcb26677a917ac1dd40513",0.786148346877661,0.82262333064987,1.3911046875,1.1334,0.63125,1.57044,1.50715,1,0.40168726889128,0.35901142621144
"41","60fcb5af5bb1bfac226a48e9",0.630932238710405,0.758041128609806,1.6713271875,1.13865,1.05625,2.445595,2.1008,1,0.343359739015499,0.376924933025387
"42","60fcbd2e5fe1b36118174cb6",0.718955799912926,0.754948439064051,0.8395,0.7825,1.16875,1.4684,1.4495,1,0.273512278080049,0.273148963585152
"43","60fcc1523286b54d48b32cf5",0.751243741788102,0.761372466277338,1.1616490625,1.03515,0.9,1.47002631578947,1.3731,0.95,0.313134873947127,0.310323945474483
"44","60fcc18107218f15b159adb1",0.718955799912926,0.754948439064051,0.8395,0.7825,1.16875,1.4684,1.4495,1,0.273512278080049,0.273148963585152
"45","60fcc830a7570c6a06934f60",0.680752803019847,0.676765297682537,1.4495771875,1.1,1.0875,1.401065,1.35645,1,0.288796852856493,0.276569172118945
"46","60fcc96991d7f1dff0cfb17f",0.830941612960439,0.881581756905891,1.334981875,1.167,0.55625,1.60923,1.62045,1,0.357760335422495,0.348625068151009
"47","60fcc9c1ead2e823344601ee",0.558269072439942,0.633772221078395,1.02421125,0.69555,0.78125,1.37376,1.44995,0.95,0.291571918374865,0.278287972062469
"48","60fcca515dbee0243a67c5d4",0.563322104269895,0.652029113634124,1.25049490625,1.0655875,0.79375,1.623659,1.591165,1,0.331384300142294,0.329871450959669
"49","60fcca6898f0e36db0e37f05",0.708341645506868,0.73702951683017,1.11830625,0.9035,0.95625,1.70265,1.678,1,0.406061279902036,0.382272506536973
"50","60fccb788ad29d26b970f1a5",0.671143960365152,0.76398435171255,1.85598375,1.44185,1.04375,1.74188888888889,1.64145,0.9,0.343808872750054,0.297232915564034
"51","60fccd293da770308619aa88",0.699094818991812,0.72014802463523,1.4807821875,1.1496,1.04375,1.658925,1.61715,1,0.439143776970128,0.446723514029312
"52","60fccfabb21344f8a04ecd91",-0.501310199476415,-0.517120777107441,1.1825421875,0.9993,1.95,2.413795,1.82435,1,-0.165538719681977,-0.179990086056069
"53","60fcd1cab3a2ced3c5c9b2e9",0.684017875455464,0.741016173583347,1.337461875,1.1324,1.0625,2.452495,2.44865,0.6,0.255867514004741,0.22347358325227
"54","60fcd314736594904a0ad216",0.759451728336386,0.841617347442667,1.0719421875,0.93475,1.075,3.11752,1.6417,1,0.302421534402269,0.317616368385905
"55","60fcd3ee451b8deffca413ee",0.701409462242684,0.78509612364906,1.2964590625,0.9824,0.95625,15.43084,3.01475,1,0.35984374203557,0.338514924534662
"56","60fcd5771f8903970e9f2c7b",0.750745049052764,0.786390524227662,1.020113125,0.8836,0.99375,1.653595,1.6004,0.95,0.338744655721981,0.298755472166082
"57","60fcd70d608b9cd2da4651f7",0.729721181215661,0.724877012036417,1.3197746875,1.14725,1.06875,1.45847894736842,1.4293,0.95,0.424201924507531,0.398272603371239
"58","60fcd84b3e8a213628c9a160",0.707607972628959,0.772172118200048,1.62859375,1.4079,0.825,1.66131578947368,1.6336,0.95,0.309763226900854,0.231308109274621
"59","60fcd99413d2d738147c7d55",0.76757701194794,0.835013932809085,1.0733375,0.9,0.78125,1.7865,1.5745,1,0.191296845234178,0.240381776600352
"60","60fcdb0781bec43078236d55",0.656899221728376,0.729763573247699,1.037289375,0.90305,0.7,1.38822631578947,1.3659,0.95,0.261437347583234,0.270157408696097
"61","60fcde377ed6a23279394b7a",0.718030188162501,0.753645097845783,1.3689071875,1.13345,0.8625,1.78762,1.4669,0.9,0.382578669643497,0.356539189534928
"62","60fcdebbef41e08776de751f",0.687376862346856,0.734479063336429,1.6909303125,1.1,0.9375,2.68259,2.1664,1,0.391480775213735,0.397224662517281
"63","60fcdf62ae64294443dd010d",0.595599060056992,0.687579302484243,1.1499778125,0.8918,0.9875,1.63677,1.2918,0.9,0.30302703770472,0.32119456961815
"64","60fce0005a801ae67b99036c",0.718955799912926,0.754948439064051,0.8395,0.7825,1.16875,1.4684,1.4495,1,0.273512278080049,0.273148963585152
"65","60fce0303eddb8283807967a",0.769563577682816,0.790203018001262,2.2831253125,1.7917,0.8125,2.419975,2.19215,1,0.448438335832875,0.439685739100692
"66","60fce0e8a964011b8f172445",0.705633681660544,0.744963849792224,1.11333625,0.883,0.7875,1.753025,1.7083,0.95,0.44369077534581,0.414923927046538
"67","60fce1683eddb828380796e3",0.70315385388038,0.735320390477316,1.5897053125,1.16665,0.86875,1.887355,1.4503,1,0.381347868091846,0.3874542701702
"68","60fce1771681bdc5025b872e",0.780482358207887,0.77317690948745,1.1177946875,0.98325,0.85625,1.467145,1.36625,0.95,0.44125465252927,0.415834209674574
"69","60fce1afd66e85b2f0cc4e68",0.749434384834755,0.77989030380017,1.355754375,1.19975,0.9375,1.91305,1.7756,0.95,0.426226145837558,0.400325053881369
"70","60fce9c29b57db229b7387bf",0.803689519120438,0.843576476634941,0.960195625,0.8775,0.6625,1.57167,1.6214,1,0.373225286199835,0.373336627594933
"71","60fceca1cfdf67843110b0dc",-0.194874202087084,-0.256261170073127,1.4866828125,0.98255,3.0375,1.53554,1.52375,1,0.106847251292421,0.116826144319889
"72","60fcf0589b18c268d5a2f38d",0.778400374471651,0.803463003364932,0.989125,0.834,0.8125,1.63195,1.6165,1,0.136364210719299,0.106667896183373
"73","60fcf17f0e7f07f8a04730da",0.797755180541945,0.830788005379514,2.0423453125,0.86645,0.7375,11.12584,1.50905,1,-0.407204654445658,-0.407506055208095
"74","60fcf1c57085de494d9f15c5",0.829114427667505,0.826093238402659,1.26833125,1.09815,0.825,1.48283,1.50755,1,0.278959176369513,0.237803988786216
"75","60fcf3eb42a66bd3c049121b",0.7646119129355,0.787721253463569,1.0486375,0.951,0.91875,1.79545,1.793,1,0.281178457237941,0.235583899586755
"76","60fcf4962b970932cbdd186b",0.5446927650728,0.623546856543586,1.4955925,1.15965,0.8,1.57797,1.4092,1,0.486243424556699,0.454760882097093
"77","60fcf4f6c21c55d0cc9081c8",0.406104509187962,0.526905673546018,1.8178878125,1.54935,1.1125,1.637925,1.6323,1,0.166527713126969,0.140188953341231
"78","60fcf7e8002c2c1b89b03b30",0.303479041231536,0.438916697870926,1.0168103125,0.8686,1.24375,1.46632,1.4361,1,0.120944435797865,0.14439731788925
"79","60fcf838690196411349151e",0.582579986514316,0.635296389145697,2.459875,1.1265,1.08125,1.795,1.687,0.9,0.316067791220845,0.274364948237058
"80","60fcf8392a83ae1b971d1199",0.718225725730758,0.755827496474238,1.05099375,0.8925,0.79375,1.6707,1.5445,0.95,0.129765134900194,0.142462631496097
"81","60fcfaa636cc384f059f960d",0.628054652479892,0.708929681298035,0.9295500625,0.816155,0.9875,1.54937725,1.47508,1,0.441907393426904,0.412429972955591
"82","60fcfc13c59a84fe5ae390d5",0.595107761461455,0.616561360842248,2.0340728125,1.5503,1.20625,3.53137,2.54235,0.9,0.366734374920814,0.342747565469045
"83","60fcfc1aa407beaf778db045",0.792814941745421,0.826197084760029,1.57355875,1.35185,0.75,1.74189,1.69955,1,0.340058977708853,0.306173581788165
"84","60fcfdb47438518d822266bb",0.797351749849331,0.806071684751862,0.85443375,0.70085,0.9125,1.55959,1.45785,1,0.207843450149165,0.240407168372008
"85","60fcfe8185c3d7634a14dea7",0.75850150011802,0.852235227388854,1.19335625,0.9825,0.7625,1.7642,1.5995,1,0.284204069315688,0.317232881715555
"86","60fd025b3771dba1f0c29671",0.806480748311343,0.815477097934522,1.801656875,1.31365,0.6375,2.166675,1.90915,0.95,0.288537666561181,0.259550065919435
"87","60fd03428b4a25226606b9ea",0.440602404685983,0.466960557441115,0.9132028125,0.79925,1.34375,1.363975,1.3249,0.65,0.219402751316989,0.192444406666175
"88","60fd03a3f22f9dd32bff5fa8",0.59296800410822,0.689085076268647,0.7510159375,0.68005,1.25625,1.70444,1.60055,0.95,0.30695876089704,0.330877190485243
"89","60fd054e01eea24cbe66aece",0.597895437470152,0.683102094598462,1.4598871875,1.00915,0.91875,1.379645,1.35075,0.95,0.263030671187592,0.248117661196671
"90","60fd06ca667e8e5dcbe590f4",0.742549215305296,0.817702869492199,0.93605,0.817,0.66875,1.755,1.758,0.85,0.373728926641874,0.350386775667844
"91","60fd0d8d6d2e25846daa2ef3",0.747387297542656,0.757170648726282,2.18953125,1.347,0.84375,2.51226315789474,1.63,0.95,0.387335902398336,0.367456673048327
"92","60fd101eff0f1c63455307fe",0.763323604251862,0.897604284079129,0.915453125,0.635,0.20625,1.66568421052632,1.537,0.95,0.314003264238394,0.224093885725226
"93","60fd51ecc8c5b6dcbb506fac",0.788149664052601,0.869326143187538,1.5651775,1.3082,0.4875,2.36156,2.26695,1,0.292522952398679,0.23703936183645
"94","60fd530163a49887a66afdc0",0.77795290186342,0.83580589989072,1.248570625,1.09995,0.76875,2.09222631578947,1.8505,1,0.342209976478519,0.314561719877168
"95","60fd54dcb1e2c1c546aa86b3",0.771859236711783,0.800330497448788,2.1282890625,1.79815,0.83125,2.706175,2.5715,1,0.40016378314632,0.427649553432895
"96","60fd55ed264098eb4692f1d9",0.927767105958236,0.930680867271778,0.88360625,0.667,0.31875,1.59394444444444,1.567,0.894736842105263,0.522675048087604,0.492413391236441
"97","60fd5aa0c4e4ead0c9a6fff7",0.410549298105388,0.511721679096633,1.5847790625,0.899,1.35,1.88407,1.7665,0.85,0.368000396153336,0.356247720236108
"98","60fd5ff30bc43791db242818",0.793429267383321,0.811787026237605,1.07218625,1.0241,0.825,1.741705,1.62405,1,0.25987228035998,0.24497563334177
"99","60fd62affd3d7f977a27fc6b",0.610948347016952,0.690229865452247,1.4406975,1.283,1.125,2.37394,2.24165,0.5,0.314202847591684,0.279473750263955
"100","60fd6537ec893eee4eb8c3eb",0.787117593146588,0.819544077491214,1.23524375,1.116,0.575,1.7492,1.616,0.95,0.322856205466204,0.289921713236449
"101","60fd674dc072647674dcdc4c",0.580463885287219,0.744247672960953,0.939440625,0.6995,0.78125,2.25705263157895,1.966,0.9,0.30830605348803,0.272333525225081
"102","60fd6b02340bf3233276eba9",0.815276345196252,0.825651348875135,1.2011790625,1.0671,0.73125,1.47742631578947,1.3676,0.95,0.471112556162833,0.43828687567388
"103","60fd700ffac5eba3832e3304",0.631123245003626,0.657469077275022,1.011853125,0.6835,1.01875,1.96545,1.9315,0.85,0.36575275168883,0.374527663253331
"104","60fd73381530a432898654d5",0.726293693909917,0.753350160812505,1.269648125,1.05875,0.9875,1.69322,1.64155,1,0.411134087638105,0.399716531426115
"105","60fd760a74bf79dc673e156e",0.312278460212358,0.344859399004083,5.709775,1.0425,1.71875,2.64,2.285,0.55,0.299808187791441,0.307182535462313
"106","60fd82694f2472bc8efe5f20",0.784717619826941,0.80797035100745,1.2623440625,0.9834,0.8625,1.659725,1.58445,1,0.362759494976427,0.331299906327171
"107","60fd84f001f3672f1d717cc7",0.68629201958339,0.725426452615189,1.545625,1.117,0.74375,1.6539,1.583,1,0.39258915460293,0.402141173032224
"108","60fd8576272fbc9918d4677e",0.783328758128707,0.78730261515314,0.821894375,0.75135,0.9125,1.219345,1.0831,0.2,0.376179191849832,0.344106658816098
"109","60fd868aa842dda04af3f6bf",0.765402827835802,0.826277163687002,1.402480937475,1.1333499995,0.60625,2.06507368415789,1.9831,0.95,0.375299611009609,0.275722076534715
"110","60fd8720d6da91884d85d305",0.785567798609398,0.855601025371612,1.557190625,1.2915,0.6875,1.7806,1.7,1,0.369436921546474,0.344706729563679
"111","60fd874909b4baa52c9c1c4a",0.798749471673914,0.819557382780032,1.301353125,1.049,0.8375,2.1483,2.0905,1,0.315478399530533,0.314125846903651
"112","60fd8a9b878fb74422fa9a78",0.80094887735474,0.905620319205217,1.04891875,0.9495,0.4625,1.82085,1.818,1,0.232822955467416,0.20048765185203
"113","60fd8ca49ee4de5cd43d2878",0.701178313989683,0.715918902248869,1.631048125,1.28485,1.00625,1.94781,1.65285,1,0.402071389311012,0.392047863555985
"114","60fd8ca930ae2235452962a2",0.802326687543304,0.817370047641916,1.1959503125,0.9656,0.68125,1.60535,1.61675,1,0.391361108468887,0.379473463355297
"115","60fd8dadd1d25db7a23b0425",0.687153995184445,0.799092957384055,0.99444875,0.87535,0.73125,1.41835,1.41675,0.9,0.302354413096996,0.262170370503341
"116","60fd8ea378ec4f0fa9a043be",0.80577705134263,0.816211298806342,1.3117625,1.0825,0.69375,1.94725,1.7155,0.95,0.3601358891843,0.307769686281092
"117","60fd90280b7a39fc10749665",0.71909769829386,0.799608750699594,1.71578125,1.467,0.975,1.6717,1.574,1,0.341720854331769,0.353372782195881
"118","60fd90dcfe0ff975d27c61c1",0.670817134801717,0.706967935449199,1.807821875,1.4,0.99375,1.51355,1.358,0.95,0.296968013411632,0.289870427106924
"119","60fd9253ff686bfc8372a42e",0.728124524245238,0.743846186209179,1.7284346875,1.18395,0.9375,2.16466111111111,1.9413,0.9,0.367578718028881,0.3484573641868
"120","60fd92f2e5bceebabcd863de",0.70690853550308,0.724367143264467,2.05234375,1.5425,1.1125,1.60673684210526,1.643,0.95,0.466266587442013,0.427543625794975
"121","60fd9e57a0308edae3e23991",0.87657360843539,0.879970946276717,1.018949375,0.84975,0.3875,2.213775,2.20835,1,0.316788485501442,0.279373630442087
"122","60fda0b5ea8a7ac21b66863d",0.77672370627803,0.82033505375395,1.0791365625,0.9533,0.85625,2.95487,1.61905,1,-0.52940081056239,-0.515602209699765
"123","60fda145558ce7763d95441e",0.0856763508258713,0.118848505568715,0.9671990625,0.71775,2.11875,2.60883,2.1753,0.95,0.0402877495385915,0.0237822166580588
"124","60fda6eee038c8ca51572ade",0.391671304948851,0.463603797201096,0.9446003125,0.69805,1.4625,2.87908947368421,2.0821,0.8,0.304415897356387,0.284897038671356
"125","60fdb05e9fae758192d21a0e",0.828321968480951,0.849064331665065,2.04616875,1.254,0.8375,1.7762,1.6355,1,0.349113549455922,0.345444611777136
"126","60fdb19cd9af60d495e15453",0.847103789006505,0.853670080472817,0.99916625,0.93215,0.7375,1.57403,1.52505,1,0.396616851696018,0.322832749324858
"127","60fdb491fed04550de2a2068",0.72408424860615,0.744125727884951,1.2455571875,0.9941,0.89375,1.79425,1.7815,1,0.329501160921512,0.354478485924331
"128","60fdb4958e221c323ee7e1c5",0.619070733783655,0.736674573797998,1.7017509375,1.45815,0.8,2.16038,2.05885,1,0.400590716173308,0.413070980097535
"129","60fdb937b72fd456da7660c0",0.826579287567514,0.835190053172375,2.20030625,1.8085,0.65625,13.9119,2.0485,1,0.270069690539641,0.24578070664658
"130","60fdca1a87839971dfef0270",0.712705007266221,0.737462137483379,1.2648028125,1.01415,1.1,1.557815,1.47145,1,0.231706518567921,0.231634276629165
"131","60fdca594b75824bdfe2f7fe",0.43219553702213,0.496167736735198,1.1095653125,0.92695,1.56875,2.58281,1.8267,1,0.286741759229313,0.296679496238584
"132","60fdcd21c7b9174239c6f73e",0.865785680760533,0.879751950979733,1.249583328125,1.058135,0.625,1.82804525,1.7158725,1,0.364640355263507,0.359675576096818
"133","60fdcf5f7303ef309710dbf6",0.248395716514874,0.260227278365009,0.6854640625,0.5997,1.90625,1.49733,1.61635,0.75,0.155515973776879,0.151143368574873
"134","60fdd20d5832a81323b3c8f9",0.820155371864906,0.829992335776018,1.6126009375,1.4487,0.80625,1.86855789473684,1.7647,0.95,0.514523671160584,0.482470321875686
"135","60fdd2cafe684291d330f316",0.809774049395961,0.82092833166536,1.235259375,1.113,0.89375,1.6273,1.611,1,0.448033178840294,0.408553959917693
"136","60fdd47cb6da7411e888e23c",-0.134380990961723,0.0747936410244646,0.531954375,0.33335,1.775,0.87238947368421,0.4018,0.35,0.254740201628983,0.167995809976684
"137","60fdd48b2407045088f348b4",0.821204771258785,0.836333779776649,1.272299375,1.2225,0.7375,1.644545,1.58695,1,0.413114075196529,0.385871063530458
"138","60fdd91a1ede7111c86df9f0",0.753017254278691,0.840425449121395,0.909846875,0.7655,0.33125,1.47095,1.4435,1,0.257603776384399,0.214565732237969
"139","60fdda0524e89e50a1cc0ba9",0.718955799912926,0.754948439064051,0.8395,0.7825,1.16875,1.4684,1.4495,1,0.273512278080049,0.273148963585152
"140","60fdda59e83450ae5a0f83e6",0.755730198775951,0.767132147059534,1.1982884375,1.06445,0.9625,1.67361052631579,1.5491,0.95,0.414857860031145,0.399502669713728
"141","60fddb267c21d1162b2c3476",0.668537623334786,0.70684475273224,1.6311878125,1.2082,0.99375,1.71068,1.53465,1,0.298045582961466,0.270625876769719
"142","60fddd15f7f160155121ae9e",0.375769629687841,0.58559814429864,0.77453781251875,0.6863499995,0.88125,1.62884736847368,1.519700001,1,0.236845023626531,0.21191639251574
"143","60fddf4bee48a7eaf1885893",0.79529296682581,0.844346868694848,0.9442078125,0.8006,0.5125,1.76017,1.65035,1,0.310366088625929,0.262922097446353
"144","60fde06510c492831b1f4a93",0.798195390345359,0.816738769706511,1.824521875,1.487,0.73125,2.12135,2.061,1,0.355373435645218,0.320773708557392
"145","60fde33aa9decaaed4ed0234",0.718955799912926,0.754948439064051,0.8395,0.7825,1.16875,1.4684,1.4495,1,0.273512278080049,0.273148963585152
"146","60fde3934048d744f301ccb7",0.801917880885121,0.820379645237854,1.123359859375,0.9990675,0.775,2.009979,2.01614,1,0.399785579858697,0.408225092017542
"147","60fde3c7557aa5fc22be0e18",0.710797125971317,0.751176479120118,1.245423125,0.9527,0.9625,1.538375,1.4174,1,0.359960824015521,0.352729066916007
"148","60fde3fa7d68fa07e124b8cf",0.562198465300658,0.559278350385773,0.876128125,0.7825,1.3625,2.0178,1.999,0.95,0.384164203139579,0.351435520738499
"149","60fde54d65129218d68d8017",0.804698254607708,0.828122936684813,1.8649103125,1.4666,0.7625,3.754255,2.09985,1,0.229950428358144,0.199945597111424
"150","60fde5cdab904cdcf81f2ccd",0.613370233123663,0.740414536987206,1.3590125,1.149,0.96875,1.7377,1.658,1,0.361842650094884,0.357646817494071
"151","60fdee1f5bb38a56c58631bc",NA,NA,0.936145,0.56655,0,1.996035,1.94075,0.95,NA,NA
"152","60fdf3211250e26b5354eb2d",0.801757740775909,0.841926324074077,1.693770625,1.5168,0.6875,2.226635,2.14335,1,0.468940146445921,0.451600701825775
"153","60fdf33fdfb2399145bb4df4",0.808123871227507,0.860203441500686,0.9108375,0.73,0.4375,1.74168421052632,1.669,1,0.20987612441975,0.21960748449796
"154","60fdf872fb6221897dcdba50",0.912496822601172,0.94311665975961,1.327651875,1.06855,0.375,1.771135,1.73295,1,0.299631455939197,0.269224012571298
"155","60fdfb0996257ffd90d67d2a",0.352547695956758,0.39203004634243,1.5262290625,0.95025,1.0625,1.50419,1.30785,1,0.20805453678713,0.128399675683714
"156","60fdff6234e9b78c0d472d5b",0.85956309750909,0.891255721240807,0.963425,0.733,0.34375,1.8541,1.7815,1,0.449599291364183,0.269069646682171
"157","60fe0193128d5101aada7200",0.81769669302168,0.900081226832941,0.990381875,0.8176,0.38125,1.62344210526316,1.6307,0.95,0.354428379416607,0.298343512481436
"158","60fe06da23cd2d64aaaa9260",0.626053754916108,0.715004614326959,1.65769375,0.767,0.8125,1.66055,1.558,1,0.371559704316539,0.400882072268634
"159","60fe06feb5a616377ef806da",0.806721346712948,0.88586813319006,1.3714878125,1.0732,0.64375,1.502575,1.48905,1,0.416023736117131,0.38651039643719
"160","60fe0836d3261a80cb413737",0.502869270786574,0.54043491280474,1.04317,0.8658,1.3625,1.844665,1.74775,0.95,0.367731262640722,0.356731240053509
"161","60fe0d742728a7c4f364d357",0.779413183651752,0.828382622543856,1.765303125,1.4665,0.55625,1.76155,1.725,1,0.40661282010702,0.409933034713968
"162","60fe0df0dff66fde69e4ca76",0.670717077021662,0.737684404646492,1.1542625,0.7245,0.5875,1.6948,1.326,0.95,0.335035486421163,0.280267099173042
"163","60fe0e062bd2a60fb779f608",0.544900831955657,0.569177996152287,1.284486875,1.04995,1.33125,1.73931578947368,1.6663,0.9,0.362855963300063,0.32130861403718
